9
12
8
2
14
12
11
15
4
15
6
10
13
7
9
8
17
9
8
11
12
10
8
12
10
11
11
10
13
7
10
10
9
6
11
10
9
6
8
9
10
7
8
15
6
8
6
10
12
10
9
3
11
6
10
4
11
17
9
10
9
13
13
10
8
7
9
10
5
12
8
10
5
13
5
9
13
8
7
9
13
13
20
14
7
16
8
9
12
10
8
7
13
10
13
11
9
11
8
8
